,player,team,club,age_years,age_float,age,minutes_90s,tackles,tackles_won,succesful_tackles_pct,tackles_def_3rd,tackles_mid_3rd,dribble_tackles,dribbled_past,dribbles_vs,dribble_tackles_pct,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_pen_area_pct,touches_def_3rd,touches_mid_3rd,miscontrols,dispossessed,passes_received,passes_completed,passes,passes_pct,passes_progressive_distance,assisted_shots,passes_into_final_third,progressive_passes,passes_dead,through_balls,passes_switches,passes_blocked,cards_yellow,cards_red,fouls,fouled,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,sca_fouled,sca_defense,gca_fouled,gca_defense
187,Ró-Ró,Qatar,Al Sadd SC,32,32.3671,32-134,2.9,6.0,4,0.6667,3.0,2.0,1.0,1.0,2.0,50.0,2.0,0.0,2.0,8,14.0,3.0,0.0,134.0,9.0,0.0672,50.0,63.0,4.0,2.0,84.0,78.0,108.0,72.2,355.0,0.0,4.0,4.0,12.0,1.0,0.0,5.0,0,0,4,5,0.0,0,14.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0
188,Rónald Matarrita,Costa Rica,FC Cincinnati,28,28.4438,28-162,0.3,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0,0.0,0.0,0.0,30.0,0.0,0.0,12.0,15.0,1.0,0.0,22.0,18.0,29.0,62.1,173.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0,0,1,1,0.0,0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0
189,Rúben Dias,Portugal,Manchester City,25,25.5973,25-218,4.0,4.0,4,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3,7.0,9.0,0.0,293.0,24.0,0.0819,144.0,147.0,2.0,1.0,216.0,248.0,274.0,90.5,1508.0,0.0,13.0,11.0,19.0,0.0,2.0,1.0,1,0,4,2,0.0,0,15.0,5.0,3.0,62.5,0.0,1.0,0.0,0.0
190,Sadegh Moharrami,IR Iran,Dinamo Zagreb,26,26.8,26-292,1.0,1.0,1,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1,2.0,3.0,0.0,32.0,5.0,0.1562,12.0,12.0,0.0,2.0,14.0,18.0,26.0,69.2,92.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,2,0,0.0,0,6.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0
191,Sam Adekugbe,Canada,Hatayspor,27,27.9205,27-336,1.1,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1,1.0,1.0,0.0,77.0,2.0,0.026,9.0,48.0,1.0,0.0,59.0,63.0,71.0,88.7,311.0,1.0,4.0,4.0,9.0,0.0,0.0,2.0,1,0,1,0,0.0,0,3.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0
192,Saud Abdulhamid,Saudi Arabia,Al-Hilal,23,23.4192,23-153,3.0,5.0,2,0.4,2.0,2.0,2.0,0.0,2.0,100.0,3.0,0.0,3.0,2,7.0,6.0,0.0,150.0,11.0,0.0733,37.0,61.0,4.0,1.0,74.0,88.0,122.0,72.1,541.0,2.0,9.0,11.0,28.0,0.0,1.0,3.0,1,0,7,5,1.0,0,14.0,4.0,6.0,40.0,1.0,0.0,0.0,0.0
193,Sebastián Coates,Uruguay,Sporting CP,32,32.1973,32-072,2.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,2.0,1,2.0,6.0,0.0,107.0,8.0,0.0748,50.0,53.0,0.0,2.0,66.0,76.0,93.0,81.7,583.0,0.0,10.0,7.0,3.0,0.0,1.0,0.0,1,0,2,0,0.0,0,9.0,7.0,0.0,100.0,0.0,0.0,0.0,0.0
194,Sergiño Dest,United States,Milan,22,22.1233,22-045,3.4,4.0,2,0.5,2.0,1.0,2.0,1.0,3.0,66.7,3.0,0.0,3.0,2,6.0,7.0,0.0,250.0,10.0,0.04,58.0,115.0,9.0,8.0,178.0,172.0,200.0,86.0,848.0,3.0,15.0,13.0,24.0,0.0,1.0,5.0,1,0,4,2,0.0,0,13.0,1.0,3.0,25.0,0.0,0.0,0.0,0.0
195,Shaquell Moore,United States,Nashville,26,26.126,26-046,0.2,2.0,2,1.0,1.0,1.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0,2.0,3.0,0.0,27.0,4.0,0.1481,12.0,7.0,0.0,0.0,16.0,14.0,21.0,66.7,85.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,3,0,0.0,0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
196,Shogo Taniguchi,Japan,Kawa Frontale,31,31.4274,31-156,2.3,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,0.0,1,2.0,10.0,0.0,105.0,16.0,0.1524,49.0,51.0,0.0,0.0,62.0,72.0,85.0,84.7,480.0,0.0,10.0,2.0,4.0,0.0,3.0,0.0,1,0,3,0,0.0,0,8.0,8.0,3.0,72.7,0.0,0.0,0.0,0.0
197,Silvan Widmer,Switzerland,Mainz 05,29,29.789,29-288,2.9,10.0,6,0.6,9.0,1.0,6.0,0.0,6.0,100.0,3.0,0.0,3.0,2,12.0,15.0,0.0,208.0,13.0,0.0625,67.0,95.0,5.0,6.0,126.0,127.0,169.0,75.1,814.0,2.0,12.0,10.0,31.0,0.0,0.0,4.0,1,0,4,2,0.0,0,13.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0
198,Simon Kjær,Denmark,Milan,33,33.7315,33-267,0.7,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,5,5.0,2.0,0.0,68.0,4.0,0.0588,28.0,39.0,1.0,0.0,45.0,50.0,59.0,84.7,462.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,6.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0
199,Srđan Babić,Serbia,Almería,26,26.6575,26-240,0.1,1.0,0,0.0,1.0,0.0,1.0,2.0,3.0,33.3,0.0,0.0,0.0,0,1.0,1.0,0.0,16.0,1.0,0.0625,8.0,8.0,0.0,0.0,11.0,10.0,16.0,62.5,66.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0.0,0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
200,Stefan Mitrović,Serbia,Getafe,32,32.5753,32-210,0.4,0.0,0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22.0,1.0,0.0455,8.0,13.0,0.0,0.0,19.0,18.0,21.0,85.7,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
201,Steven Vitória,Canada,Chaves,35,35.9342,35-341,3.0,3.0,3,1.0,1.0,2.0,3.0,0.0,3.0,100.0,4.0,2.0,2.0,0,3.0,7.0,0.0,203.0,14.0,0.069,85.0,117.0,1.0,1.0,142.0,160.0,186.0,86.0,1119.0,0.0,8.0,8.0,4.0,0.0,3.0,2.0,1,0,6,5,0.0,0,18.0,4.0,2.0,66.7,0.0,0.0,0.0,0.0
202,Strahinja Pavlović,Serbia,RB Salzburg,21,21.5699,21-208,2.6,7.0,2,0.2857,4.0,3.0,3.0,3.0,6.0,50.0,6.0,1.0,5.0,1,8.0,7.0,0.0,186.0,14.0,0.0753,71.0,101.0,4.0,3.0,120.0,121.0,156.0,77.6,944.0,0.0,15.0,13.0,4.0,0.0,0.0,3.0,2,0,6,4,0.0,0,18.0,12.0,2.0,85.7,0.0,0.0,0.0,0.0
203,Sultan Al-Ghanam,Saudi Arabia,Al-Nassr,28,28.6192,28-226,1.4,0.0,0,,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2,2.0,3.0,0.0,68.0,5.0,0.0735,19.0,25.0,4.0,1.0,36.0,34.0,52.0,65.4,245.0,1.0,0.0,5.0,15.0,0.0,0.0,3.0,0,0,2,0,0.0,0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0
204,Takehiro Tomiyasu,Japan,Arsenal,24,24.1178,24-043,2.1,0.0,0,,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0,0.0,7.0,1.0,118.0,11.0,0.0932,60.0,43.0,2.0,0.0,68.0,73.0,103.0,70.9,500.0,3.0,6.0,4.0,12.0,0.0,0.0,0.0,0,0,1,0,0.0,0,12.0,6.0,4.0,60.0,0.0,0.0,0.0,0.0
205,Tarek Salman,Qatar,Al Sadd SC,25,25.0356,25-013,0.1,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,2.0,0.0,0.0,14.0,1.0,0.0714,7.0,6.0,0.0,0.0,9.0,7.0,10.0,70.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
206,Tariq Lamptey,Ghana,Brighton,22,22.2164,22-079,1.1,3.0,1,0.3333,3.0,0.0,3.0,1.0,4.0,75.0,1.0,1.0,0.0,1,4.0,4.0,0.0,50.0,7.0,0.14,23.0,18.0,1.0,1.0,17.0,21.0,34.0,61.8,88.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,1,0,3,2,0.0,0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,Theo Hernández,France,Milan,25,25.2,25-073,5.6,16.0,13,0.8125,11.0,5.0,10.0,5.0,15.0,66.7,5.0,2.0,3.0,4,20.0,8.0,1.0,383.0,13.0,0.0339,87.0,198.0,6.0,5.0,248.0,289.0,339.0,85.3,1347.0,11.0,23.0,16.0,52.0,0.0,2.0,4.0,1,0,6,13,1.0,0,30.0,8.0,4.0,66.7,0.0,0.0,0.0,0.0
208,Thiago Silva,Brazil,Chelsea,38,38.2384,38-087,4.3,3.0,1,0.3333,0.0,2.0,0.0,0.0,0.0,,3.0,1.0,2.0,5,8.0,6.0,0.0,368.0,22.0,0.0598,139.0,219.0,2.0,0.0,289.0,322.0,344.0,93.6,2410.0,4.0,15.0,15.0,14.0,2.0,2.0,1.0,0,0,2,3,0.0,0,17.0,6.0,4.0,60.0,0.0,0.0,0.0,0.0
209,Thilo Kehrer,Germany,West Ham,26,26.2411,26-088,0.8,6.0,2,0.3333,4.0,1.0,3.0,0.0,3.0,100.0,1.0,0.0,1.0,3,9.0,2.0,0.0,43.0,3.0,0.0698,21.0,15.0,1.0,0.0,20.0,22.0,29.0,75.9,155.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1,0,3,0,0.0,0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0
210,Thomas Meunier,Belgium,Dortmund,31,31.2658,31-097,2.3,6.0,6,1.0,3.0,3.0,4.0,1.0,5.0,80.0,1.0,0.0,1.0,2,8.0,5.0,0.0,167.0,6.0,0.0359,56.0,69.0,2.0,1.0,114.0,110.0,147.0,74.8,632.0,3.0,8.0,9.0,17.0,1.0,2.0,5.0,1,0,4,1,0.0,0,13.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0
211,Tim Ream,United States,Fulham,35,35.2027,35-074,4.0,4.0,3,0.75,1.0,3.0,3.0,0.0,3.0,100.0,2.0,1.0,1.0,4,8.0,12.0,0.0,305.0,25.0,0.082,117.0,180.0,4.0,0.0,203.0,245.0,276.0,88.8,1646.0,0.0,18.0,17.0,7.0,0.0,4.0,2.0,1,0,1,2,0.0,0,19.0,6.0,8.0,42.9,0.0,0.0,0.0,0.0
212,Timothy Castagne,Belgium,Leicester City,27,27.0356,27-013,3.0,7.0,4,0.5714,6.0,1.0,4.0,2.0,6.0,66.7,1.0,0.0,1.0,2,9.0,4.0,0.0,229.0,11.0,0.048,80.0,119.0,3.0,0.0,164.0,176.0,202.0,87.1,951.0,0.0,15.0,9.0,19.0,0.0,0.0,4.0,0,0,3,1,0.0,0,9.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0
213,Toby Alderweireld,Belgium,Antwerp,33,33.7973,33-291,3.0,4.0,2,0.5,4.0,0.0,2.0,3.0,5.0,40.0,3.0,1.0,2.0,0,4.0,19.0,0.0,303.0,40.0,0.132,172.0,127.0,2.0,0.0,243.0,248.0,273.0,90.8,1904.0,1.0,17.0,10.0,3.0,2.0,2.0,2.0,0,0,0,0,0.0,0,9.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0
214,Trent Alexander-Arnold,England,Liverpool,24,24.1973,24-072,0.4,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0,0.0,0.0,0.0,24.0,0.0,0.0,10.0,12.0,0.0,0.0,15.0,21.0,23.0,91.3,167.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0,0,1,0,0.0,0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
215,Victor Nelsson,Denmark,Galatasaray,24,24.1781,24-065,1.0,0.0,0,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2,2.0,1.0,0.0,79.0,4.0,0.0506,17.0,59.0,0.0,0.0,58.0,69.0,74.0,93.2,355.0,0.0,8.0,11.0,3.0,0.0,3.0,0.0,0,0,0,2,0.0,0,3.0,4.0,3.0,57.1,0.0,0.0,0.0,0.0
216,Virgil van Dijk,Netherlands,Liverpool,31,31.4466,31-163,5.3,2.0,1,0.5,0.0,2.0,1.0,1.0,2.0,50.0,8.0,7.0,1.0,4,6.0,21.0,0.0,399.0,61.0,0.1529,211.0,181.0,2.0,0.0,275.0,311.0,356.0,87.4,2470.0,2.0,7.0,15.0,19.0,1.0,4.0,0.0,0,0,5,2,0.0,0,31.0,13.0,8.0,61.9,0.0,0.0,0.0,0.0
217,Wajdi Kechrida,Tunisia,Atromitos,27,27.1178,27-043,1.2,3.0,3,1.0,3.0,0.0,1.0,0.0,1.0,100.0,3.0,1.0,2.0,0,3.0,4.0,0.0,77.0,4.0,0.0519,28.0,25.0,1.0,3.0,42.0,44.0,69.0,63.8,338.0,1.0,3.0,4.0,21.0,0.0,0.0,6.0,1,0,2,0,0.0,0,6.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0
218,Walker Zimmerman,United States,Nashville,29,29.5836,29-213,3.1,3.0,2,0.6667,3.0,0.0,3.0,1.0,4.0,75.0,4.0,3.0,1.0,4,7.0,15.0,0.0,274.0,26.0,0.0949,137.0,132.0,0.0,0.0,191.0,217.0,244.0,88.9,1373.0,0.0,6.0,3.0,4.0,0.0,0.0,3.0,0,0,3,0,1.0,0,17.0,8.0,5.0,61.5,0.0,0.0,0.0,0.0
219,William Saliba,France,Arsenal,21,21.737,21-269,0.3,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0,0.0,0.0,0.0,38.0,2.0,0.0526,14.0,19.0,1.0,0.0,31.0,37.0,37.0,100.0,217.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0
220,Yahya Attiat Allah,Morocco,Wydad Casablanca,27,27.7973,27-291,3.5,4.0,2,0.5,3.0,1.0,3.0,4.0,7.0,42.9,4.0,0.0,4.0,0,4.0,15.0,0.0,167.0,16.0,0.0958,75.0,66.0,2.0,2.0,85.0,98.0,137.0,71.5,728.0,5.0,4.0,4.0,27.0,0.0,0.0,4.0,0,0,8,3,0.0,0,21.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0
221,Yasser Al-Shahrani,Saudi Arabia,Al-Hilal,30,30.5671,30-207,1.0,3.0,1,0.3333,0.0,3.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,6,9.0,6.0,0.0,43.0,3.0,0.0698,13.0,24.0,2.0,0.0,15.0,13.0,29.0,44.8,123.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0,0,1,0,0.0,0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0
222,Yassine Meriah,Tunisia,Espérance de Tunis,29,29.463,29-169,3.0,4.0,2,0.5,3.0,0.0,3.0,5.0,8.0,37.5,5.0,0.0,5.0,1,5.0,20.0,0.0,208.0,29.0,0.1394,104.0,98.0,2.0,0.0,138.0,139.0,171.0,81.3,1041.0,1.0,11.0,11.0,8.0,2.0,1.0,1.0,0,0,3,1,0.0,0,16.0,5.0,6.0,45.5,0.0,0.0,0.0,0.0
223,Youssouf Sabaly,Senegal,Betis,29,29.789,29-288,4.0,6.0,6,1.0,4.0,1.0,3.0,2.0,5.0,60.0,1.0,0.0,1.0,4,10.0,9.0,0.0,253.0,5.0,0.0198,65.0,112.0,5.0,1.0,167.0,189.0,219.0,86.3,1012.0,8.0,16.0,16.0,27.0,3.0,1.0,1.0,0,0,3,12,0.0,0,27.0,4.0,3.0,57.1,2.0,0.0,0.0,0.0
224,Youstin Salas,Costa Rica,Deportivo Saprissa,26,26.5041,26-184,0.5,5.0,1,0.2,4.0,1.0,3.0,4.0,7.0,42.9,3.0,1.0,2.0,0,5.0,1.0,0.0,27.0,4.0,0.1481,16.0,7.0,1.0,1.0,6.0,15.0,19.0,78.9,202.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0.0,0,5.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
225,Ángelo Preciado,Ecuador,Genk,24,24.8301,24-303,2.9,7.0,5,0.7143,3.0,3.0,2.0,2.0,4.0,50.0,2.0,0.0,2.0,6,13.0,4.0,0.0,162.0,3.0,0.0185,38.0,78.0,6.0,2.0,81.0,94.0,129.0,72.9,532.0,4.0,4.0,6.0,30.0,0.0,0.0,0.0,0,0,8,2,0.0,0,10.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0
226,Éder Militão,Brazil,Real Madrid,24,24.9151,24-334,3.9,7.0,6,0.8571,4.0,1.0,3.0,1.0,4.0,75.0,1.0,0.0,1.0,3,10.0,5.0,0.0,306.0,12.0,0.0392,103.0,151.0,6.0,1.0,217.0,251.0,277.0,90.6,1514.0,1.0,20.0,12.0,25.0,0.0,4.0,1.0,1,0,7,3,0.0,0,29.0,4.0,5.0,44.4,0.0,0.0,0.0,0.0
227,Óscar Duarte,Costa Rica,Al-Wehda,33,33.5425,33-198,3.0,4.0,2,0.5,4.0,0.0,2.0,0.0,2.0,100.0,3.0,1.0,2.0,6,10.0,15.0,0.0,132.0,29.0,0.2197,93.0,35.0,1.0,0.0,70.0,68.0,98.0,69.4,529.0,2.0,1.0,0.0,8.0,0.0,1.0,2.0,1,0,1,0,1.0,0,9.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0
